competition,model_id,model_family,seed,params_json,started_at,cv_auc_mean,cv_auc_std,cv_auc_min,cv_auc_max,submission_path,submitted_to_kaggle,kaggle_status,runtime_seconds,error,finished_at,public_auc,private_auc,cv_private_gap,abs_cv_private_gap,public_private_gap,abs_public_private_gap,public_gini,private_gini,cv_corrected,public_corrected,private_corrected,posterior_true_performance,posterior_uncertainty
homesite,864,random_forest,437343,"{""n_estimators"": 300, ""max_depth"": null, ""min_samples_split"": 10, ""min_samples_leaf"": 1, ""max_features"": ""sqrt"", ""bootstrap"": false}",2026-05-15T13:23:53.657662,0.9574325797944316,0.0005110620504676,0.956855881780087,0.958383532945846,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0864.csv,False,,440.65883708000183,,2026-05-15T13:31:14.316490,0.95815,0.95779,-0.0003574202055683,0.0003574202055683,0.0003599999999999,0.0003599999999999,,,0.9570121821739151,0.9575842999999999,0.95779,0.9576512036956588,0.0008904529966714295
homesite,873,extra_trees,314712,"{""n_estimators"": 200, ""max_depth"": null, ""min_samples_split"": 20, ""min_samples_leaf"": 8, ""max_features"": ""log2"", ""bootstrap"": false}",2026-05-15T13:57:29.588986,0.941673741675795,0.0007610558977507,0.94068438836433,0.9429337161811288,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0873.csv,False,,115.57769656181335,,2026-05-15T13:59:25.166675,0.94338,0.94349,-0.001816258324205,0.001816258324205,-0.00011,0.00011,,,0.9412533440552785,0.9428143,0.94349,0.9430762765088065,0.0008904529966714295
homesite,878,random_forest,560210,"{""n_estimators"": 500, ""max_depth"": null, ""min_samples_split"": 20, ""min_samples_leaf"": 4, ""max_features"": ""log2"", ""bootstrap"": false}",2026-05-15T14:21:10.979798,0.948811640302366,0.0007198715349757,0.948209078715705,0.9502248005281876,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0878.csv,False,,373.4075860977173,,2026-05-15T14:27:24.387375,0.95025,0.95024,-0.0014283596976339,0.0014283596976339,1.0000000000065512e-05,1.0000000000065512e-05,,,0.9483912426818495,0.9496843,0.95024,0.9498985160427894,0.0008904529966714295
homesite,886,random_forest,207373,"{""n_estimators"": 300, ""max_depth"": null, ""min_samples_split"": 10, ""min_samples_leaf"": 2, ""max_features"": ""log2"", ""bootstrap"": false}",2026-05-15T14:51:07.023963,0.9496192697035288,0.0007242217578307,0.9488550984112232,0.9509389561127596,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0886.csv,False,,244.2333300113678,,2026-05-15T14:55:11.257284,0.95035,0.95025,-0.0006307302964712,0.0006307302964712,9.9999999999989e-05,9.9999999999989e-05,,,0.9491988720830123,0.9497843,0.95025,0.95002986614154,0.0008904529966714295
homesite,897,extra_trees,102363,"{""n_estimators"": 500, ""max_depth"": null, ""min_samples_split"": 2, ""min_samples_leaf"": 8, ""max_features"": ""log2"", ""bootstrap"": false}",2026-05-15T15:45:01.780943,0.9421565448801336,0.0008645451751022,0.9409462104895042,0.943613108162978,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0897.csv,False,,258.5991179943085,,2026-05-15T15:49:20.380047,0.94389,0.94373,-0.0015734551198663,0.0015734551198663,0.00016,0.00016,,,0.9417361472596171,0.9433243,0.94373,0.9433953048489176,0.0008904529966714295
homesite,903,random_forest,746988,"{""n_estimators"": 300, ""max_depth"": null, ""min_samples_split"": 2, ""min_samples_leaf"": 8, ""max_features"": ""sqrt"", ""bootstrap"": false}",2026-05-15T16:13:08.887209,0.9571379376233702,0.0006645882104883,0.95675466949191,0.9584641472415008,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0903.csv,False,,411.8947021961212,,2026-05-15T16:20:00.781901,0.95833,0.95811,-0.0009720623766298,0.0009720623766298,0.0002199999999999,0.0002199999999999,,,0.9567175400028537,0.9577643,0.95811,0.9578654365844903,0.0008904529966714295
homesite,904,extra_trees,713196,"{""n_estimators"": 300, ""max_depth"": null, ""min_samples_split"": 2, ""min_samples_leaf"": 8, ""max_features"": ""log2"", ""bootstrap"": false}",2026-05-15T16:20:00.806800,0.9417413755546444,0.0007558464979439,0.940960095020488,0.9431636924545628,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0904.csv,False,,161.26868772506714,,2026-05-15T16:22:42.075481,0.94369,0.94345,-0.0017086244453555,0.0017086244453555,0.00024,0.00024,,,0.941320977934128,0.9431243,0.94345,0.9431112653728613,0.0008904529966714295
homesite,905,random_forest,255781,"{""n_estimators"": 500, ""max_depth"": null, ""min_samples_split"": 10, ""min_samples_leaf"": 1, ""max_features"": ""sqrt"", ""bootstrap"": false}",2026-05-15T16:22:42.101372,0.957639434163528,0.0005003316769925,0.957257937470877,0.9586007182793356,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0905.csv,False,,720.5471019744873,,2026-05-15T16:34:42.648463,0.95882,0.95832,-0.0006805658364719,0.0006805658364719,0.0005,0.0005,,,0.9572190365430115,0.9582543,0.95832,0.9581626547384547,0.0008904529966714295
homesite,911,random_forest,152947,"{""n_estimators"": 200, ""max_depth"": null, ""min_samples_split"": 10, ""min_samples_leaf"": 1, ""max_features"": ""log2"", ""bootstrap"": false}",2026-05-15T16:58:18.480110,0.9491066586537356,0.0008202810378856,0.9482901696548764,0.950681927001343,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0911.csv,False,,170.52448391914368,,2026-05-15T17:01:09.004587,0.95035,0.95026,-0.0011533413462644,0.0011533413462644,9.00000000000345e-05,9.00000000000345e-05,,,0.9486862610332191,0.9497843,0.95026,0.9499688523212215,0.0008904529966714295
homesite,913,random_forest,579663,"{""n_estimators"": 500, ""max_depth"": null, ""min_samples_split"": 20, ""min_samples_leaf"": 2, ""max_features"": ""sqrt"", ""bootstrap"": false}",2026-05-15T17:03:54.603247,0.9579449644317136,0.000582294713053,0.9574575509489444,0.959064646877818,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0913.csv,False,,692.9803168773651,,2026-05-15T17:15:27.583557,0.95898,0.9587,-0.0007550355682863,0.0007550355682863,0.00028,0.00028,,,0.9575245668111971,0.9584143,0.9587,0.9584946155760179,0.0008904529966714295
homesite,917,extra_trees,42067,"{""n_estimators"": 300, ""max_depth"": null, ""min_samples_split"": 20, ""min_samples_leaf"": 8, ""max_features"": ""log2"", ""bootstrap"": false}",2026-05-15T17:30:03.650421,0.941960632783508,0.0008414642565383,0.9409340853576318,0.9432969426747816,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0917.csv,False,,159.42926216125488,,2026-05-15T17:32:43.079673,0.94426,0.94416,-0.002199367216492,0.002199367216492,9.9999999999989e-05,9.9999999999989e-05,,,0.9415402351629915,0.9436943,0.94416,0.9437319227515829,0.0008904529966714295
homesite,920,extra_trees,909793,"{""n_estimators"": 500, ""max_depth"": null, ""min_samples_split"": 10, ""min_samples_leaf"": 8, ""max_features"": ""log2"", ""bootstrap"": false}",2026-05-15T17:43:17.136779,0.9417008063980776,0.0009045172567849,0.9403606129581424,0.9432010106251972,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0920.csv,False,,255.77726292610168,,2026-05-15T17:47:32.914211,0.94363,0.9435,-0.0017991936019223,0.0017991936019223,0.0001299999999999,0.0001299999999999,,,0.9412804087775611,0.9430643,0.9435,0.9431301756321566,0.0008904529966714295
homesite,923,random_forest,174517,"{""n_estimators"": 300, ""max_depth"": null, ""min_samples_split"": 10, ""min_samples_leaf"": 2, ""max_features"": ""log2"", ""bootstrap"": false}",2026-05-15T17:55:37.984518,0.9493135497649025,0.0007439423648434,0.9486129176503744,0.9507024106056412,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0923.csv,False,,243.15537905693057,,2026-05-15T17:59:41.139887,0.95039,0.95022,-0.0009064502350975,0.0009064502350975,0.00017,0.00017,,,0.948893152144386,0.9498243,0.95022,0.949975459965192,0.0008904529966714295
homesite,924,random_forest,250326,"{""n_estimators"": 500, ""max_depth"": null, ""min_samples_split"": 20, ""min_samples_leaf"": 2, ""max_features"": ""sqrt"", ""bootstrap"": false}",2026-05-15T17:59:41.171718,0.9579859957821564,0.0005587086000411,0.957460806605168,0.9590674355440644,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0924.csv,False,,698.5358548164368,,2026-05-15T18:11:19.707564,0.9591,0.95871,-0.0007240042178435,0.0007240042178435,0.00039,0.00039,,,0.9575655981616399,0.9585343,0.95871,0.9585278127999279,0.0008904529966714295
homesite,927,logistic_regression,939982,"{""C"": 0.001, ""penalty"": ""l1"", ""solver"": ""liblinear"", ""max_iter"": 1000}",2026-05-15T18:17:25.744663,0.9350305221820812,0.0008508614735305,0.933901150813808,0.9362514564415836,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0927.csv,False,,42.34322690963745,,2026-05-15T18:18:08.087883,0.93756,0.93602,-0.0009894778179188,0.0009894778179188,0.0015399999999999,0.0015399999999999,,,0.9346101245615647,0.9369943,0.93602,0.9360021312781437,0.0008904529966714295
homesite,930,logistic_regression,819738,"{""C"": 0.01, ""penalty"": ""l2"", ""solver"": ""liblinear"", ""max_iter"": 1000}",2026-05-15T18:26:58.759077,0.9427538794083996,0.0006109578174001,0.941595135311766,0.9432388380200448,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0930.csv,False,,144.05729365348816,,2026-05-15T18:29:22.816361,0.94381,0.94313,-0.0003761205916004,0.0003761205916004,0.00068,0.00068,,,0.9423334817878831,0.9432443,0.94313,0.9430442406752155,0.0008904529966714295
homesite,933,logistic_regression,755244,"{""C"": 0.03, ""penalty"": ""l2"", ""solver"": ""liblinear"", ""max_iter"": 1000}",2026-05-15T18:42:26.745634,0.942478806537375,0.0006588496299432,0.9412199700528162,0.9430592218492192,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0933.csv,False,,143.3081271648407,,2026-05-15T18:44:50.053753,0.9436,0.94297,-0.0004911934626249,0.0004911934626249,0.00063,0.00063,,,0.9420584089168585,0.9430343,0.94297,0.9428603118885636,0.0008904529966714295
homesite,937,logistic_regression,550964,"{""C"": 0.01, ""penalty"": ""l2"", ""solver"": ""liblinear"", ""max_iter"": 1000}",2026-05-15T19:14:09.129204,0.9427538794083996,0.0006109578174001,0.941595135311766,0.9432388380200448,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0937.csv,False,,129.47431302070618,,2026-05-15T19:16:18.603508,0.94381,0.94313,-0.0003761205916004,0.0003761205916004,0.00068,0.00068,,,0.9423334817878831,0.9432443,0.94313,0.9430442406752155,0.0008904529966714295
homesite,942,logistic_regression,474056,"{""C"": 0.001, ""penalty"": ""l1"", ""solver"": ""liblinear"", ""max_iter"": 1000}",2026-05-15T19:36:01.283091,0.9350294770570736,0.0008470380007187,0.9338939702594616,0.9362310247250606,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0942.csv,False,,42.401463985443115,,2026-05-15T19:36:43.684546,0.93756,0.93603,-0.0010005229429264,0.0010005229429264,0.0015299999999999,0.0015299999999999,,,0.9346090794365571,0.9369943,0.93603,0.9360089322282346,0.0008904529966714295
homesite,943,logistic_regression,678860,"{""C"": 0.001, ""penalty"": ""l1"", ""solver"": ""liblinear"", ""max_iter"": 1000}",2026-05-15T19:36:43.703105,0.9350344690383724,0.000850076466533,0.93390064636478,0.936248104249964,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0943.csv,False,,49.38877916336059,,2026-05-15T19:37:33.091877,0.93756,0.93603,-0.0009955309616276,0.0009955309616276,0.0015299999999999,0.0015299999999999,,,0.9346140714178559,0.9369943,0.93603,0.936009593980805,0.0008904529966714295
homesite,949,logistic_regression,992244,"{""C"": 1.0, ""penalty"": ""l2"", ""solver"": ""liblinear"", ""max_iter"": 1000}",2026-05-15T19:54:03.004972,0.9421829771970128,0.000668739570011,0.9409045518332912,0.9428463395809978,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0949.csv,False,,189.2007930278778,,2026-05-15T19:57:12.205757,0.94351,0.94281,-0.0006270228029872,0.0006270228029872,0.0006999999999999,0.0006999999999999,,,0.9417625795764963,0.9429443,0.94281,0.9426944500451044,0.0008904529966714295
homesite,953,logistic_regression,586167,"{""C"": 0.001, ""penalty"": ""l1"", ""solver"": ""liblinear"", ""max_iter"": 1000}",2026-05-15T20:14:56.856304,0.9350318194652522,0.000851798099536,0.9338934078832726,0.9362441318184264,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0953.csv,False,,39.31196880340576,,2026-05-15T20:15:36.168264,0.93755,0.93602,-0.0009881805347478,0.0009881805347478,0.00153,0.00153,,,0.9346114218447357,0.9369843,0.93602,0.9360005683762584,0.0008904529966714295
homesite,954,logistic_regression,239536,"{""C"": 1.0, ""penalty"": ""l2"", ""solver"": ""liblinear"", ""max_iter"": 1000}",2026-05-15T20:15:36.186697,0.9421829771970128,0.000668739570011,0.9409045518332912,0.9428463395809978,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0954.csv,False,,179.63769102096558,,2026-05-15T20:18:35.824381,0.94351,0.94281,-0.0006270228029872,0.0006270228029872,0.0006999999999999,0.0006999999999999,,,0.9417625795764963,0.9429443,0.94281,0.9426944500451044,0.0008904529966714295
homesite,963,logistic_regression,431966,"{""C"": 0.001, ""penalty"": ""l1"", ""solver"": ""liblinear"", ""max_iter"": 1000}",2026-05-15T20:58:56.913749,0.9350325836786446,0.0008494569474185,0.9338999343434248,0.9362504910876256,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0963.csv,False,,44.15393686294556,,2026-05-15T20:59:41.067678,0.93756,0.93603,-0.0009974163213554,0.0009974163213554,0.0015299999999999,0.0015299999999999,,,0.9346121860581281,0.9369943,0.93603,0.9360093440516544,0.0008904529966714295
homesite,968,logistic_regression,896285,"{""C"": 0.01, ""penalty"": ""l2"", ""solver"": ""liblinear"", ""max_iter"": 1000}",2026-05-15T21:07:41.224214,0.9427538794083996,0.0006109578174001,0.941595135311766,0.9432388380200448,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0968.csv,False,,139.19204902648926,,2026-05-15T21:10:00.416254,0.94381,0.94313,-0.0003761205916004,0.0003761205916004,0.00068,0.00068,,,0.9423334817878831,0.9432443,0.94313,0.9430442406752155,0.0008904529966714295
homesite,987,logistic_regression,52282,"{""C"": 1.0, ""penalty"": ""l2"", ""solver"": ""liblinear"", ""max_iter"": 1000}",2026-05-15T22:39:47.968640,0.9421829771970128,0.000668739570011,0.9409045518332912,0.9428463395809978,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0987.csv,False,,164.13091611862183,,2026-05-15T22:42:32.099548,0.94351,0.94281,-0.0006270228029872,0.0006270228029872,0.0006999999999999,0.0006999999999999,,,0.9417625795764963,0.9429443,0.94281,0.9426944500451044,0.0008904529966714295
homesite,990,logistic_regression,955013,"{""C"": 0.1, ""penalty"": ""l1"", ""solver"": ""liblinear"", ""max_iter"": 1000}",2026-05-15T22:52:59.839830,0.9421899870371384,0.000676089453334,0.9409003038414764,0.9427788347920942,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0990.csv,False,,279.11648201942444,,2026-05-15T22:57:38.956304,0.9435,0.94275,-0.0005600129628615,0.0005600129628615,0.00075,0.00075,,,0.9417695894166219,0.9429343,0.94275,0.9426520074468621,0.0008904529966714295
homesite,992,logistic_regression,510661,"{""C"": 0.01, ""penalty"": ""l2"", ""solver"": ""liblinear"", ""max_iter"": 1000}",2026-05-15T22:59:13.780554,0.9427538794083996,0.0006109578174001,0.941595135311766,0.9432388380200448,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0992.csv,False,,140.597412109375,,2026-05-15T23:01:34.377956,0.94381,0.94313,-0.0003761205916004,0.0003761205916004,0.00068,0.00068,,,0.9423334817878831,0.9432443,0.94313,0.9430442406752155,0.0008904529966714295
homesite,997,logistic_regression,236861,"{""C"": 0.01, ""penalty"": ""l2"", ""solver"": ""lbfgs"", ""max_iter"": 1000}",2026-05-15T23:18:42.876437,0.9421868202574204,0.0006073704658583,0.9410417112826488,0.9427367815602952,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0997.csv,False,,172.2368450164795,,2026-05-15T23:21:35.113275,0.94331,0.94248,-0.0002931797425795,0.0002931797425795,0.0008299999999999,0.0008299999999999,,,0.9417664226369039,0.9427443,0.94248,0.9424312586788544,0.0008904529966714295
porto,2,lightgbm,500352,"{""n_estimators"": 500, ""learning_rate"": 0.01, ""num_leaves"": 127, ""max_depth"": 7, ""min_child_samples"": 80, ""subsample"": 0.8, ""colsample_bytree"": 0.9, ""reg_alpha"": 0.1, ""reg_lambda"": 0.5}",2026-05-12T14:26:24.972349,0.6387076824505026,0.0030431563986847,0.6329717826704352,0.6415230508758415,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/porto_1000_models/porto_model_0002.csv,False,,56.43653392791748,,2026-05-12T14:27:21.408873,0.63706,0.6394,-0.0006923175494973,0.0006923175494973,-0.00234,0.00234,0.27412,0.2788,0.6382872848299861,0.6364943,0.6394,0.6387483927417971,0.0008904529966714295
porto,13,lightgbm,565373,"{""n_estimators"": 700, ""learning_rate"": 0.01, ""num_leaves"": 63, ""max_depth"": 7, ""min_child_samples"": 20, ""subsample"": 0.9, ""colsample_bytree"": 0.5, ""reg_alpha"": 0.01, ""reg_lambda"": 0.5}",2026-05-12T14:41:04.623028,0.6412689944130306,0.0031012122990023,0.635322949355882,0.6441906297185993,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/porto_1000_models/porto_model_0013.csv,False,,109.27456712722778,,2026-05-12T14:42:53.897588,0.639435,0.641525,-0.0002560055869693,0.0002560055869693,-0.00209,0.00209,0.27887,0.28305,0.6408485967925142,0.6388693,0.641525,0.6409746034573194,0.0008904529966714295
porto,14,lightgbm,982738,"{""n_estimators"": 500, ""learning_rate"": 0.02, ""num_leaves"": 31, ""max_depth"": 9, ""min_child_samples"": 120, ""subsample"": 0.6, ""colsample_bytree"": 0.6, ""reg_alpha"": 1.0, ""reg_lambda"": 0.0}",2026-05-12T14:42:53.901836,0.6408482667374991,0.0029227743165077,0.6351229438573484,0.6432595117977903,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/porto_1000_models/porto_model_0014.csv,False,,60.80838203430176,,2026-05-12T14:43:54.710206,0.639265,0.64181,-0.0009617332625009,0.0009617332625009,-0.002545,0.002545,0.27853,0.28362,0.6404278691169826,0.6386993,0.64181,0.6410871132443078,0.0008904529966714295
porto,44,lightgbm,973120,"{""n_estimators"": 500, ""learning_rate"": 0.01, ""num_leaves"": 31, ""max_depth"": 5, ""min_child_samples"": 80, ""subsample"": 0.7, ""colsample_bytree"": 1.0, ""reg_alpha"": 0.1, ""reg_lambda"": 0.1}",2026-05-12T15:25:23.521177,0.6386738825575111,0.0035940988867009,0.6320535942402805,0.6428421524925617,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/porto_1000_models/porto_model_0044.csv,False,,47.84330487251282,,2026-05-12T15:26:11.364472,0.6364650000000001,0.6385000000000001,0.000173882557511,0.000173882557511,-0.002035,0.002035,0.27293,0.277,0.6382534849369946,0.6358993000000001,0.6385000000000001,0.6380161325728619,0.0008904529966714295
porto,51,lightgbm,994581,"{""n_estimators"": 900, ""learning_rate"": 0.07, ""num_leaves"": 127, ""max_depth"": 9, ""min_child_samples"": 10, ""subsample"": 1.0, ""colsample_bytree"": 0.5, ""reg_alpha"": 0.1, ""reg_lambda"": 1.0}",2026-05-12T15:33:41.525429,0.6092294402168312,0.0023461589463354,0.606659694657907,0.6129169579128312,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/porto_1000_models/porto_model_0051.csv,False,,145.74682116508484,,2026-05-12T15:36:07.272238,0.610805,0.61155,-0.0023205597831688,0.0023205597831688,-0.0007449999999999,0.0007449999999999,0.22161,0.2231,0.6088090425963147,0.6102393,0.61155,0.6109592602536674,0.0008904529966714295
porto,69,lightgbm,996659,"{""n_estimators"": 900, ""learning_rate"": 0.07, ""num_leaves"": 127, ""max_depth"": -1, ""min_child_samples"": 20, ""subsample"": 0.9, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.0, ""reg_lambda"": 0.0}",2026-05-12T15:52:15.879770,0.6066216286277206,0.0026525744504621,0.6045219217485189,0.611614081500436,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/porto_1000_models/porto_model_0069.csv,False,,105.3930847644806,,2026-05-12T15:54:01.272845,0.606385,0.607845,-0.0012233713722793,0.0012233713722793,-0.00146,0.00146,0.21277,0.21569,0.6062012310072041,0.6058193,0.607845,0.6072756634874904,0.0008904529966714295
porto,85,lightgbm,980046,"{""n_estimators"": 1100, ""learning_rate"": 0.07, ""num_leaves"": 15, ""max_depth"": 3, ""min_child_samples"": 120, ""subsample"": 0.7, ""colsample_bytree"": 0.5, ""reg_alpha"": 0.5, ""reg_lambda"": 2.0}",2026-05-12T16:15:01.010943,0.6387399513876659,0.0029109351677057,0.6334361341074581,0.6413907298413863,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/porto_1000_models/porto_model_0085.csv,False,,104.16452479362488,,2026-05-12T16:16:45.175455,0.63757,0.6395649999999999,-0.000825048612334,0.000825048612334,-0.0019949999999999,0.0019949999999999,0.27514,0.27913,0.6383195537671494,0.6370043,0.6395649999999999,0.6389556506445465,0.0008904529966714295
porto,139,lightgbm,306010,"{""n_estimators"": 700, ""learning_rate"": 0.07, ""num_leaves"": 63, ""max_depth"": 3, ""min_child_samples"": 40, ""subsample"": 0.9, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.0, ""reg_lambda"": 0.1}",2026-05-12T17:15:41.656277,0.6387423426614682,0.0029691928753146,0.6333748999794185,0.6416200564329272,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/porto_1000_models/porto_model_0139.csv,False,,38.44163799285889,,2026-05-12T17:16:20.097905,0.63802,0.64063,-0.0018876573385318,0.0018876573385318,-0.00261,0.00261,0.27604,0.28126,0.6383219450409517,0.6374543,0.64063,0.6397730931887932,0.0008904529966714295
porto,158,lightgbm,296443,"{""n_estimators"": 500, ""learning_rate"": 0.03, ""num_leaves"": 31, ""max_depth"": 7, ""min_child_samples"": 20, ""subsample"": 1.0, ""colsample_bytree"": 0.5, ""reg_alpha"": 1.0, ""reg_lambda"": 0.0}",2026-05-12T17:31:07.920866,0.6408199407977266,0.0023991214121624,0.6362342440239516,0.6432723608867414,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/porto_1000_models/porto_model_0158.csv,False,,57.51161074638367,,2026-05-12T17:32:05.432468,0.63929,0.6417200000000001,-0.0009000592022734,0.0009000592022734,-0.00243,0.00243,0.27858,0.28344,0.6403995431772102,0.6387243,0.6417200000000001,0.641025239998042,0.0008904529966714295
porto,173,lightgbm,778677,"{""n_estimators"": 1100, ""learning_rate"": 0.05, ""num_leaves"": 127, ""max_depth"": 9, ""min_child_samples"": 80, ""subsample"": 0.8, ""colsample_bytree"": 0.5, ""reg_alpha"": 0.0, ""reg_lambda"": 0.1}",2026-05-12T17:45:59.634433,0.610376913753146,0.0026376706392551,0.6065439600188964,0.613875992158628,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/porto_1000_models/porto_model_0173.csv,False,,204.19203782081604,,2026-05-12T17:49:23.826461,0.613165,0.61386,-0.003483086246854,0.003483086246854,-0.000695,0.000695,0.22633,0.22772,0.6099565161326295,0.6125993,0.61386,0.6131238264980537,0.0008904529966714295
porto,204,lightgbm,289663,"{""n_estimators"": 1100, ""learning_rate"": 0.05, ""num_leaves"": 63, ""max_depth"": 3, ""min_child_samples"": 120, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.5, ""reg_lambda"": 1.0}",2026-05-12T18:26:32.737191,0.6387052920135535,0.002914611422919,0.6336297421304807,0.6419530216572589,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/porto_1000_models/porto_model_0204.csv,False,,50.27229309082031,,2026-05-12T18:27:23.009474,0.638015,0.640325,-0.0016197079864465,0.0016197079864465,-0.00231,0.00231,0.27603,0.28065,0.638284894393037,0.6374493,0.640325,0.6395556596018108,0.0008904529966714295
porto,211,lightgbm,281104,"{""n_estimators"": 900, ""learning_rate"": 0.07, ""num_leaves"": 127, ""max_depth"": 7, ""min_child_samples"": 20, ""subsample"": 1.0, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.1, ""reg_lambda"": 2.0}",2026-05-12T18:33:16.315182,0.6128439266307589,0.002143947309719,0.6104123551310106,0.6160413559913009,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/porto_1000_models/porto_model_0211.csv,False,,103.64907383918762,,2026-05-12T18:34:59.964247,0.61223,0.61264,0.0002039266307589,0.0002039266307589,-0.0004099999999999,0.0004099999999999,0.22446,0.22528,0.6124235290102424,0.6116643,0.61264,0.6124420322976396,0.0008904529966714295
porto,237,lightgbm,43939,"{""n_estimators"": 1100, ""learning_rate"": 0.01, ""num_leaves"": 31, ""max_depth"": 7, ""min_child_samples"": 120, ""subsample"": 1.0, ""colsample_bytree"": 0.5, ""reg_alpha"": 1.0, ""reg_lambda"": 1.0}",2026-05-12T18:57:57.807269,0.6410078266285343,0.0030824361981545,0.6350233610428746,0.643623451442668,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/porto_1000_models/porto_model_0237.csv,False,,119.5639989376068,,2026-05-12T18:59:57.371258,0.63949,0.6419900000000001,-0.0009821733714657,0.0009821733714657,-0.0025,0.0025,0.27898,0.28398,0.6405874290080178,0.6389243,0.6419900000000001,0.6412722105718789,0.0008904529966714295
porto,251,lightgbm,199169,"{""n_estimators"": 1100, ""learning_rate"": 0.07, ""num_leaves"": 127, ""max_depth"": -1, ""min_child_samples"": 120, ""subsample"": 0.9, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0}",2026-05-12T19:09:17.192965,0.6048495236792387,0.0035933554152513,0.6001574691178597,0.610274690897735,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/porto_1000_models/porto_model_0251.csv,False,,133.6483998298645,,2026-05-12T19:11:30.841355,0.606935,0.607135,-0.0022854763207612,0.0022854763207612,-0.0001999999999999,0.0001999999999999,0.21387,0.21427,0.6044291260587222,0.6063693,0.607135,0.6066434616474987,0.0008904529966714295
