competition,model_id,model_family,seed,params_json,started_at,cv_auc_mean,cv_auc_std,cv_auc_min,cv_auc_max,submission_path,submitted_to_kaggle,kaggle_status,public_auc,private_auc,runtime_seconds,error,finished_at
homesite,10,lightgbm,832736,"{""n_estimators"": 300, ""learning_rate"": 0.07, ""num_leaves"": 15, ""max_depth"": 7, ""min_child_samples"": 80, ""subsample"": 0.9, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.1, ""reg_lambda"": 2.0}",2026-05-14T02:35:26.324418,0.9646901789920589,0.0005387226935162281,0.964016896995777,0.9655584417708194,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0010.csv,False,,,,51.35675024986267,,2026-05-14T02:36:17.681160
homesite,11,lightgbm,277122,"{""n_estimators"": 900, ""learning_rate"": 0.03, ""num_leaves"": 31, ""max_depth"": 5, ""min_child_samples"": 40, ""subsample"": 0.6, ""colsample_bytree"": 0.5, ""reg_alpha"": 0.01, ""reg_lambda"": 0.0}",2026-05-14T02:36:17.687364,0.9653255295405831,0.000450364603560691,0.9648063942974031,0.9659045814994142,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0011.csv,False,,,,139.91156601905823,,2026-05-14T02:38:37.598920
homesite,12,lightgbm,439614,"{""n_estimators"": 900, ""learning_rate"": 0.05, ""num_leaves"": 31, ""max_depth"": 9, ""min_child_samples"": 40, ""subsample"": 0.6, ""colsample_bytree"": 0.9, ""reg_alpha"": 0.1, ""reg_lambda"": 1.0}",2026-05-14T02:38:37.604165,0.9655287319930299,0.0006277836760822731,0.964756770816485,0.9663587998437709,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0012.csv,False,,,,120.70003366470337,,2026-05-14T02:40:38.304190
homesite,13,lightgbm,565373,"{""n_estimators"": 700, ""learning_rate"": 0.01, ""num_leaves"": 63, ""max_depth"": 7, ""min_child_samples"": 20, ""subsample"": 0.9, ""colsample_bytree"": 0.5, ""reg_alpha"": 0.01, ""reg_lambda"": 0.5}",2026-05-14T02:40:38.310691,0.9631678289313115,0.0004919532366833953,0.962595830808088,0.9640095023844582,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0013.csv,False,,,,147.32449102401733,,2026-05-14T02:43:05.635172
homesite,14,lightgbm,982738,"{""n_estimators"": 500, ""learning_rate"": 0.02, ""num_leaves"": 31, ""max_depth"": 9, ""min_child_samples"": 120, ""subsample"": 0.6, ""colsample_bytree"": 0.6, ""reg_alpha"": 1.0, ""reg_lambda"": 0.0}",2026-05-14T02:43:05.639509,0.9645529502344614,0.0005618806577759177,0.9637856295614242,0.9653662735851539,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0014.csv,False,,,,105.17787885665894,,2026-05-14T02:44:50.817378
homesite,15,lightgbm,855670,"{""n_estimators"": 500, ""learning_rate"": 0.07, ""num_leaves"": 31, ""max_depth"": 5, ""min_child_samples"": 80, ""subsample"": 0.6, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.1, ""reg_lambda"": 2.0}",2026-05-14T02:44:50.822987,0.9655381437366813,0.00042705254460618727,0.9650275988166408,0.966211066900796,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0015.csv,False,,,,72.90058374404907,,2026-05-14T02:46:03.723563
homesite,16,lightgbm,996106,"{""n_estimators"": 900, ""learning_rate"": 0.03, ""num_leaves"": 31, ""max_depth"": 5, ""min_child_samples"": 120, ""subsample"": 0.7, ""colsample_bytree"": 0.6, ""reg_alpha"": 0.01, ""reg_lambda"": 0.0}",2026-05-14T02:46:03.730546,0.9653951532772135,0.00047696943799732596,0.9648859930973137,0.9661691536453209,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0016.csv,False,,,,128.89972019195557,,2026-05-14T02:48:12.630258
homesite,17,lightgbm,106143,"{""n_estimators"": 300, ""learning_rate"": 0.05, ""num_leaves"": 63, ""max_depth"": 7, ""min_child_samples"": 40, ""subsample"": 0.9, ""colsample_bytree"": 0.5, ""reg_alpha"": 1.0, ""reg_lambda"": 1.0}",2026-05-14T02:48:12.634991,0.9652224184856261,0.0005280591435893803,0.9645191103255447,0.9659207584183668,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0017.csv,False,,,,75.45910620689392,,2026-05-14T02:49:28.094087
homesite,18,lightgbm,938051,"{""n_estimators"": 300, ""learning_rate"": 0.03, ""num_leaves"": 63, ""max_depth"": 5, ""min_child_samples"": 40, ""subsample"": 0.6, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.01, ""reg_lambda"": 0.1}",2026-05-14T02:49:28.098872,0.9621335543039985,0.0004917981774640272,0.9616660501433614,0.963016790295204,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0018.csv,False,,,,55.17061185836792,,2026-05-14T02:50:23.269473
homesite,19,lightgbm,683700,"{""n_estimators"": 900, ""learning_rate"": 0.05, ""num_leaves"": 31, ""max_depth"": 9, ""min_child_samples"": 10, ""subsample"": 0.7, ""colsample_bytree"": 0.5, ""reg_alpha"": 0.01, ""reg_lambda"": 5.0}",2026-05-14T02:50:23.273850,0.9657991122658108,0.0004269207969818101,0.9653202009755822,0.9664450445663861,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0019.csv,False,,,,151.98129200935364,,2026-05-14T02:52:55.255134
homesite,20,lightgbm,366264,"{""n_estimators"": 1100, ""learning_rate"": 0.03, ""num_leaves"": 63, ""max_depth"": 5, ""min_child_samples"": 20, ""subsample"": 0.9, ""colsample_bytree"": 1.0, ""reg_alpha"": 0.01, ""reg_lambda"": 2.0}",2026-05-14T02:52:55.260064,0.965521244163895,0.0005444780151714793,0.9648951567197609,0.9663445825933532,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0020.csv,False,,,,135.34348011016846,,2026-05-14T02:55:10.603535
homesite,21,lightgbm,261140,"{""n_estimators"": 900, ""learning_rate"": 0.05, ""num_leaves"": 31, ""max_depth"": 7, ""min_child_samples"": 20, ""subsample"": 0.6, ""colsample_bytree"": 0.5, ""reg_alpha"": 0.1, ""reg_lambda"": 5.0}",2026-05-14T02:55:10.609152,0.9658510973748878,0.0004451768395761228,0.9653139031329278,0.9664364794633931,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0021.csv,False,,,,159.73572897911072,,2026-05-14T02:57:50.344871
homesite,22,lightgbm,127577,"{""n_estimators"": 700, ""learning_rate"": 0.05, ""num_leaves"": 15, ""max_depth"": 7, ""min_child_samples"": 20, ""subsample"": 1.0, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.1, ""reg_lambda"": 0.1}",2026-05-14T02:57:50.350315,0.9652049482485421,0.0005292907503871537,0.9645763799491078,0.9660445505831816,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0022.csv,False,,,,89.33679509162903,,2026-05-14T02:59:19.687089
homesite,23,lightgbm,463206,"{""n_estimators"": 1100, ""learning_rate"": 0.01, ""num_leaves"": 127, ""max_depth"": 5, ""min_child_samples"": 80, ""subsample"": 0.9, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.01, ""reg_lambda"": 1.0}",2026-05-14T02:59:19.691367,0.9629845561243059,0.0004702763359779686,0.9625116688366376,0.963785011734891,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0023.csv,False,,,,126.6698648929596,,2026-05-14T03:01:26.361221
homesite,24,lightgbm,140225,"{""n_estimators"": 700, ""learning_rate"": 0.01, ""num_leaves"": 63, ""max_depth"": 7, ""min_child_samples"": 10, ""subsample"": 0.9, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.5, ""reg_lambda"": 0.0}",2026-05-14T03:01:26.365552,0.9630540192214635,0.0005416215359587962,0.9623330590473133,0.963904766306776,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0024.csv,False,,,,126.6839759349823,,2026-05-14T03:03:33.049518
homesite,25,lightgbm,179457,"{""n_estimators"": 700, ""learning_rate"": 0.01, ""num_leaves"": 31, ""max_depth"": 7, ""min_child_samples"": 10, ""subsample"": 0.9, ""colsample_bytree"": 0.5, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0}",2026-05-14T03:03:33.055703,0.9627122682908423,0.000491437888164888,0.9621340103013113,0.9635452178117034,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0025.csv,False,,,,131.49430394172668,,2026-05-14T03:05:44.549997
homesite,26,lightgbm,793483,"{""n_estimators"": 300, ""learning_rate"": 0.02, ""num_leaves"": 127, ""max_depth"": 9, ""min_child_samples"": 40, ""subsample"": 0.8, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.5, ""reg_lambda"": 1.0}",2026-05-14T03:05:44.555386,0.963773484652523,0.0005423626852282433,0.963024894441682,0.9645989040703348,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0026.csv,False,,,,80.83255386352539,,2026-05-14T03:07:05.387931
homesite,27,lightgbm,294753,"{""n_estimators"": 300, ""learning_rate"": 0.01, ""num_leaves"": 127, ""max_depth"": 5, ""min_child_samples"": 40, ""subsample"": 0.8, ""colsample_bytree"": 0.9, ""reg_alpha"": 0.0, ""reg_lambda"": 0.0}",2026-05-14T03:07:05.392899,0.952139376037251,0.0008317017405628631,0.951140356702342,0.9535337394635357,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0027.csv,False,,,,60.529529094696045,,2026-05-14T03:08:05.922419
homesite,28,lightgbm,275847,"{""n_estimators"": 700, ""learning_rate"": 0.05, ""num_leaves"": 31, ""max_depth"": 5, ""min_child_samples"": 120, ""subsample"": 0.6, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.1, ""reg_lambda"": 0.5}",2026-05-14T03:08:05.927251,0.9656101505067664,0.0005196150673474075,0.9649937217722659,0.9663923458938143,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0028.csv,False,,,,88.13165521621704,,2026-05-14T03:09:34.058897
homesite,29,lightgbm,807597,"{""n_estimators"": 500, ""learning_rate"": 0.07, ""num_leaves"": 31, ""max_depth"": 5, ""min_child_samples"": 40, ""subsample"": 1.0, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.01, ""reg_lambda"": 0.0}",2026-05-14T03:09:34.063672,0.965581830083621,0.0005212672081808928,0.9648688156407661,0.9662143491042534,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0029.csv,False,,,,70.06195402145386,,2026-05-14T03:10:44.125617
homesite,30,lightgbm,363678,"{""n_estimators"": 1100, ""learning_rate"": 0.01, ""num_leaves"": 127, ""max_depth"": 5, ""min_child_samples"": 10, ""subsample"": 0.7, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.01, ""reg_lambda"": 0.0}",2026-05-14T03:10:44.131233,0.962905805602366,0.0004689153980900251,0.9625124556001133,0.963725729348325,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0030.csv,False,,,,146.3049750328064,,2026-05-14T03:13:10.436200
homesite,31,lightgbm,665989,"{""n_estimators"": 900, ""learning_rate"": 0.01, ""num_leaves"": 31, ""max_depth"": 3, ""min_child_samples"": 80, ""subsample"": 0.9, ""colsample_bytree"": 0.9, ""reg_alpha"": 1.0, ""reg_lambda"": 2.0}",2026-05-14T03:13:10.441211,0.9566389170363925,0.00045349685692601404,0.956012061306116,0.9574199805795882,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0031.csv,False,,,,90.55738186836243,,2026-05-14T03:14:40.998582
homesite,32,lightgbm,320680,"{""n_estimators"": 300, ""learning_rate"": 0.05, ""num_leaves"": 127, ""max_depth"": 9, ""min_child_samples"": 20, ""subsample"": 0.7, ""colsample_bytree"": 0.5, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0}",2026-05-14T03:14:41.009251,0.9655462496601064,0.0005281495479216182,0.9648872022031463,0.9661991737400323,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0032.csv,False,,,,92.9073657989502,,2026-05-14T03:16:13.916607
homesite,33,lightgbm,546803,"{""n_estimators"": 500, ""learning_rate"": 0.02, ""num_leaves"": 127, ""max_depth"": 5, ""min_child_samples"": 120, ""subsample"": 1.0, ""colsample_bytree"": 0.6, ""reg_alpha"": 0.01, ""reg_lambda"": 5.0}",2026-05-14T03:16:13.922577,0.9623304367759135,0.00048257386457120925,0.9617746090227174,0.963161163806405,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0033.csv,False,,,,85.77711701393127,,2026-05-14T03:17:39.699673
homesite,34,lightgbm,634831,"{""n_estimators"": 500, ""learning_rate"": 0.05, ""num_leaves"": 63, ""max_depth"": 9, ""min_child_samples"": 20, ""subsample"": 1.0, ""colsample_bytree"": 1.0, ""reg_alpha"": 0.0, ""reg_lambda"": 0.0}",2026-05-14T03:17:39.704937,0.965418482974697,0.0006204316567273027,0.9646549726982532,0.966192295593081,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0034.csv,False,,,,97.5578761100769,,2026-05-14T03:19:17.262804
homesite,35,lightgbm,533157,"{""n_estimators"": 300, ""learning_rate"": 0.02, ""num_leaves"": 31, ""max_depth"": 9, ""min_child_samples"": 120, ""subsample"": 0.6, ""colsample_bytree"": 1.0, ""reg_alpha"": 0.0, ""reg_lambda"": 2.0}",2026-05-14T03:19:17.267273,0.96254776614033,0.0006265294060488919,0.9618049090700769,0.9635968642484608,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0035.csv,False,,,,77.72523212432861,,2026-05-14T03:20:34.992495
homesite,36,lightgbm,845642,"{""n_estimators"": 1100, ""learning_rate"": 0.02, ""num_leaves"": 127, ""max_depth"": -1, ""min_child_samples"": 40, ""subsample"": 0.8, ""colsample_bytree"": 0.6, ""reg_alpha"": 0.0, ""reg_lambda"": 2.0}",2026-05-14T03:20:34.996799,0.9659888135969537,0.000567542010477174,0.9653052919724907,0.9667217970658588,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0036.csv,False,,,,296.7129530906677,,2026-05-14T03:25:31.709745
homesite,37,lightgbm,335584,"{""n_estimators"": 900, ""learning_rate"": 0.03, ""num_leaves"": 31, ""max_depth"": 9, ""min_child_samples"": 10, ""subsample"": 0.9, ""colsample_bytree"": 0.9, ""reg_alpha"": 0.01, ""reg_lambda"": 0.1}",2026-05-14T03:25:31.715208,0.9654886922335667,0.0005613743339055275,0.964837510608154,0.9663041873569773,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0037.csv,False,,,,119.09348487854004,,2026-05-14T03:27:30.808682
homesite,38,lightgbm,5308,"{""n_estimators"": 1100, ""learning_rate"": 0.07, ""num_leaves"": 15, ""max_depth"": -1, ""min_child_samples"": 10, ""subsample"": 0.6, ""colsample_bytree"": 0.9, ""reg_alpha"": 1.0, ""reg_lambda"": 0.0}",2026-05-14T03:27:30.813736,0.965669816845325,0.0006017969633421538,0.965021506810197,0.9664871436524979,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0038.csv,False,,,,107.5188958644867,,2026-05-14T03:29:18.332621
homesite,39,lightgbm,746739,"{""n_estimators"": 300, ""learning_rate"": 0.02, ""num_leaves"": 63, ""max_depth"": 7, ""min_child_samples"": 120, ""subsample"": 0.6, ""colsample_bytree"": 0.6, ""reg_alpha"": 0.01, ""reg_lambda"": 0.1}",2026-05-14T03:29:18.338671,0.9623557642134101,0.0005347647677034199,0.9617347181837845,0.9632698699022397,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0039.csv,False,,,,81.81205868721008,,2026-05-14T03:30:40.150720
homesite,40,lightgbm,998027,"{""n_estimators"": 900, ""learning_rate"": 0.02, ""num_leaves"": 127, ""max_depth"": 5, ""min_child_samples"": 40, ""subsample"": 0.8, ""colsample_bytree"": 0.5, ""reg_alpha"": 1.0, ""reg_lambda"": 0.0}",2026-05-14T03:30:40.155788,0.9645403428098313,0.00047622979711376437,0.9638949317633281,0.9652187988743627,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0040.csv,False,,,,153.76088285446167,,2026-05-14T03:33:13.916661
homesite,41,lightgbm,174279,"{""n_estimators"": 500, ""learning_rate"": 0.02, ""num_leaves"": 15, ""max_depth"": -1, ""min_child_samples"": 80, ""subsample"": 1.0, ""colsample_bytree"": 0.5, ""reg_alpha"": 0.01, ""reg_lambda"": 1.0}",2026-05-14T03:33:13.921861,0.9627832802639787,0.0004946863198472578,0.9621575311505001,0.9635730344860055,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0041.csv,False,,,,99.15601396560669,,2026-05-14T03:34:53.077866
homesite,42,lightgbm,927502,"{""n_estimators"": 900, ""learning_rate"": 0.05, ""num_leaves"": 63, ""max_depth"": 5, ""min_child_samples"": 10, ""subsample"": 1.0, ""colsample_bytree"": 0.9, ""reg_alpha"": 0.0, ""reg_lambda"": 2.0}",2026-05-14T03:34:53.083012,0.9657721810235218,0.0004415614367541896,0.9652274813133254,0.9663231927630271,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0042.csv,False,,,,105.7206859588623,,2026-05-14T03:36:38.803688
homesite,43,lightgbm,84389,"{""n_estimators"": 900, ""learning_rate"": 0.07, ""num_leaves"": 15, ""max_depth"": 5, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 1.0, ""reg_alpha"": 0.0, ""reg_lambda"": 0.5}",2026-05-14T03:36:38.809410,0.9655924939142704,0.0005177809104049755,0.9649981334398545,0.9664035222792642,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0043.csv,False,,,,90.43816709518433,,2026-05-14T03:38:09.247568
homesite,44,lightgbm,973120,"{""n_estimators"": 500, ""learning_rate"": 0.01, ""num_leaves"": 31, ""max_depth"": 5, ""min_child_samples"": 80, ""subsample"": 0.7, ""colsample_bytree"": 1.0, ""reg_alpha"": 0.1, ""reg_lambda"": 0.1}",2026-05-14T03:38:09.253282,0.9577564177553597,0.00046741111475700017,0.9573232381159484,0.9586021494165783,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0044.csv,False,,,,76.19403004646301,,2026-05-14T03:39:25.447300
homesite,45,lightgbm,960284,"{""n_estimators"": 1100, ""learning_rate"": 0.03, ""num_leaves"": 15, ""max_depth"": 5, ""min_child_samples"": 40, ""subsample"": 0.6, ""colsample_bytree"": 0.8, ""reg_alpha"": 1.0, ""reg_lambda"": 0.0}",2026-05-14T03:39:25.452416,0.9652662939670222,0.0005703515347499049,0.9645190017232245,0.966153560765513,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0045.csv,False,,,,112.21596789360046,,2026-05-14T03:41:17.668373
homesite,46,lightgbm,723322,"{""n_estimators"": 300, ""learning_rate"": 0.05, ""num_leaves"": 31, ""max_depth"": -1, ""min_child_samples"": 120, ""subsample"": 0.6, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0}",2026-05-14T03:41:17.673936,0.965166626423714,0.0005554079914456964,0.9644238781575798,0.9659441489447712,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0046.csv,False,,,,65.98074197769165,,2026-05-14T03:42:23.654668
homesite,47,lightgbm,738325,"{""n_estimators"": 1100, ""learning_rate"": 0.03, ""num_leaves"": 31, ""max_depth"": 7, ""min_child_samples"": 80, ""subsample"": 1.0, ""colsample_bytree"": 0.5, ""reg_alpha"": 0.5, ""reg_lambda"": 0.0}",2026-05-14T03:42:23.659587,0.9657768416367251,0.0005133640119916169,0.9651171469668267,0.9662989840991433,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0047.csv,False,,,,185.85085010528564,,2026-05-14T03:45:29.510429
homesite,48,lightgbm,287932,"{""n_estimators"": 1100, ""learning_rate"": 0.02, ""num_leaves"": 127, ""max_depth"": 5, ""min_child_samples"": 20, ""subsample"": 0.7, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.5, ""reg_lambda"": 1.0}",2026-05-14T03:45:29.515739,0.9649575863375865,0.0005505606565632898,0.9643093895915363,0.9657794137052093,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0048.csv,False,,,,139.33545994758606,,2026-05-14T03:47:48.851191
homesite,49,lightgbm,933223,"{""n_estimators"": 1100, ""learning_rate"": 0.05, ""num_leaves"": 63, ""max_depth"": 3, ""min_child_samples"": 40, ""subsample"": 0.6, ""colsample_bytree"": 0.7, ""reg_alpha"": 1.0, ""reg_lambda"": 0.5}",2026-05-14T03:47:48.856711,0.9647442499025931,0.0004695123515865194,0.9641083256691468,0.9654019965083728,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0049.csv,False,,,,91.37381601333618,,2026-05-14T03:49:20.230517
