competition,model_id,model_family,seed,params_json,started_at,cv_auc_mean,cv_auc_std,cv_auc_min,cv_auc_max,submission_path,submitted_to_kaggle,kaggle_status,runtime_seconds,error,finished_at,public_auc,private_auc,cv_private_gap,abs_cv_private_gap,public_private_gap,abs_public_private_gap
homesite,406,xgboost,144929,"{""n_estimators"": 300, ""learning_rate"": 0.05, ""max_depth"": 5, ""min_child_weight"": 8.0, ""gamma"": 0.01, ""subsample"": 1.0, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.5, ""reg_lambda"": 0.1}",2026-05-14T17:58:36.528040,0.9640527192716076,0.0004585377135203,0.9634445108801036,0.9647782161546636,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0406.csv,False,,58.48798584938049,,2026-05-14T17:59:35.016014,0.96501,0.96446,-0.0004072807283923563,0.0004072807283923563,0.0005500000000000504,0.0005500000000000504
homesite,413,xgboost,8382,"{""n_estimators"": 1100, ""learning_rate"": 0.05, ""max_depth"": 5, ""min_child_weight"": 10.0, ""gamma"": 0.3, ""subsample"": 1.0, ""colsample_bytree"": 0.6, ""reg_alpha"": 1.0, ""reg_lambda"": 1.0}",2026-05-14T18:11:28.882938,0.965825178530977,0.0004099839220997,0.9652888672086836,0.9663865392897564,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0413.csv,False,,164.4699509143829,,2026-05-14T18:14:13.352876,0.96686,0.96651,-0.0006848214690229337,0.0006848214690229337,0.0003500000000000725,0.0003500000000000725
homesite,421,xgboost,151036,"{""n_estimators"": 900, ""learning_rate"": 0.03, ""max_depth"": 6, ""min_child_weight"": 8.0, ""gamma"": 0.3, ""subsample"": 0.8, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.1, ""reg_lambda"": 0.1}",2026-05-14T18:26:36.506427,0.9657492222309404,0.0004940377524116,0.9650880964955284,0.9664074307561018,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0421.csv,False,,149.11224508285522,,2026-05-14T18:29:05.618663,0.96661,0.96626,-0.0005107777690596116,0.0005107777690596116,0.00034999999999996145,0.00034999999999996145
homesite,455,xgboost,44865,"{""n_estimators"": 300, ""learning_rate"": 0.01, ""max_depth"": 5, ""min_child_weight"": 8.0, ""gamma"": 0.01, ""subsample"": 0.6, ""colsample_bytree"": 1.0, ""reg_alpha"": 0.5, ""reg_lambda"": 2.0}",2026-05-14T19:29:19.187051,0.9522623286653,0.0005485167862279,0.9514536297323282,0.9530019018341792,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0455.csv,False,,64.57820224761963,,2026-05-14T19:30:23.765241,0.95334,0.95253,-0.0002676713346999593,0.0002676713346999593,0.0008099999999999774,0.0008099999999999774
homesite,458,xgboost,194082,"{""n_estimators"": 1100, ""learning_rate"": 0.01, ""max_depth"": 6, ""min_child_weight"": 5.0, ""gamma"": 0.1, ""subsample"": 0.7, ""colsample_bytree"": 0.6, ""reg_alpha"": 0.5, ""reg_lambda"": 0.5}",2026-05-14T19:33:11.558417,0.9640679367951608,0.0004747565929008,0.9634527248355944,0.964811425537514,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0458.csv,False,,185.4069356918335,,2026-05-14T19:36:16.965344,0.96495,0.96451,-0.0004420632048391937,0.0004420632048391937,0.00043999999999999595,0.00043999999999999595
homesite,470,xgboost,888312,"{""n_estimators"": 300, ""learning_rate"": 0.03, ""max_depth"": 7, ""min_child_weight"": 8.0, ""gamma"": 0.01, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.5, ""reg_lambda"": 1.0}",2026-05-14T19:55:05.920876,0.9640895666563604,0.0005324405846398,0.9633702112060276,0.9648856926308944,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0470.csv,False,,72.73193073272705,,2026-05-14T19:56:18.652799,0.96496,0.96459,-0.0005004333436395836,0.0005004333436395836,0.0003700000000000925,0.0003700000000000925
homesite,484,xgboost,763003,"{""n_estimators"": 300, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 8.0, ""gamma"": 0.1, ""subsample"": 1.0, ""colsample_bytree"": 0.5, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0}",2026-05-14T20:24:01.864801,0.9438857482975992,0.0007544073425587,0.9428755222311508,0.9449572851145982,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0484.csv,False,,54.81665802001953,,2026-05-14T20:24:56.681450,0.9447,0.9443,-0.0004142517024008363,0.0004142517024008363,0.00039999999999995595,0.00039999999999995595
homesite,489,xgboost,838125,"{""n_estimators"": 700, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 3.0, ""gamma"": 0.05, ""subsample"": 1.0, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.5, ""reg_lambda"": 1.0}",2026-05-14T20:34:40.261543,0.9543110891120596,0.0005709604267606,0.9536274415454769,0.9551525704764622,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0489.csv,False,,92.79080510139464,,2026-05-14T20:36:13.052337,0.95492,0.95408,0.00023108911205960148,0.00023108911205960148,0.0008399999999999519,0.0008399999999999519
homesite,492,xgboost,976439,"{""n_estimators"": 1100, ""learning_rate"": 0.03, ""max_depth"": 6, ""min_child_weight"": 2.0, ""gamma"": 0.0, ""subsample"": 0.7, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.0, ""reg_lambda"": 0.5}",2026-05-14T20:40:52.571849,0.9657827190691366,0.0005128819068179,0.9651653459853204,0.9664224709707688,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0492.csv,False,,171.94264388084412,,2026-05-14T20:43:44.514482,0.9668,0.96638,-0.0005972809308634197,0.0005972809308634197,0.00041999999999997595,0.00041999999999997595
homesite,499,xgboost,648773,"{""n_estimators"": 700, ""learning_rate"": 0.07, ""max_depth"": 5, ""min_child_weight"": 5.0, ""gamma"": 0.01, ""subsample"": 0.9, ""colsample_bytree"": 0.9, ""reg_alpha"": 0.5, ""reg_lambda"": 1.0}",2026-05-14T20:55:27.537991,0.965794772779461,0.0005249837055444,0.965112895354564,0.9665001095628476,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0499.csv,False,,112.08119297027588,,2026-05-14T20:57:19.619173,0.96678,0.96637,-0.0005752272205389319,0.0005752272205389319,0.00041000000000002146,0.00041000000000002146
