competition,model_id,model_family,seed,params_json,started_at,cv_auc_mean,cv_auc_std,cv_auc_min,cv_auc_max,submission_path,submitted_to_kaggle,kaggle_status,runtime_seconds,error,finished_at,public_gini,private_gini,public_auc,private_auc,cv_private_gap,abs_cv_private_gap,public_private_gap,abs_public_private_gap
porto,300,lightgbm,778035,"{""n_estimators"": 900, ""learning_rate"": 0.07, ""num_leaves"": 127, ""max_depth"": 7, ""min_child_samples"": 20, ""subsample"": 0.8, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.5, ""reg_lambda"": 2.0}",2026-05-12T20:05:10.685388,0.6134442112691312,0.0024642341170703,0.609585881263413,0.6172834921881235,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/porto_1000_models/porto_model_0300.csv,False,,111.18584203720091,,2026-05-12T20:07:01.871221,0.22965,0.22791,0.614825,0.613955,-0.0005107887308688497,0.0005107887308688497,0.0008699999999999264,0.0008699999999999264
porto,304,lightgbm,395161,"{""n_estimators"": 500, ""learning_rate"": 0.02, ""num_leaves"": 63, ""max_depth"": -1, ""min_child_samples"": 120, ""subsample"": 0.9, ""colsample_bytree"": 0.9, ""reg_alpha"": 0.0, ""reg_lambda"": 2.0}",2026-05-12T20:09:32.705533,0.6387379381018384,0.0030214158960967,0.632713713652014,0.6405300177060647,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/porto_1000_models/porto_model_0304.csv,False,,61.19607186317444,,2026-05-12T20:10:33.901595,0.275,0.28048,0.6375,0.64024,-0.0015020618981615996,0.0015020618981615996,-0.0027400000000000757,0.0027400000000000757
porto,316,lightgbm,118535,"{""n_estimators"": 1100, ""learning_rate"": 0.01, ""num_leaves"": 31, ""max_depth"": -1, ""min_child_samples"": 40, ""subsample"": 0.9, ""colsample_bytree"": 0.6, ""reg_alpha"": 1.0, ""reg_lambda"": 1.0}",2026-05-12T20:21:42.332402,0.6410334542665277,0.0030418536258671,0.6350327282007995,0.6431599820917254,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/porto_1000_models/porto_model_0316.csv,False,,109.40749192237854,,2026-05-12T20:23:31.739884,0.27879,0.28357,0.6393949999999999,0.641785,-0.0007515457334723585,0.0007515457334723585,-0.0023900000000001143,0.0023900000000001143
porto,338,lightgbm,832130,"{""n_estimators"": 900, ""learning_rate"": 0.07, ""num_leaves"": 127, ""max_depth"": 7, ""min_child_samples"": 20, ""subsample"": 0.9, ""colsample_bytree"": 0.9, ""reg_alpha"": 0.01, ""reg_lambda"": 2.0}",2026-05-12T20:48:17.775122,0.612471245812763,0.0035688542904628,0.6079588731745613,0.6179595009414656,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/porto_1000_models/porto_model_0338.csv,False,,110.73973298072816,,2026-05-12T20:50:08.514846,0.22976,0.22444,0.61488,0.61222,0.0002512458127630346,0.0002512458127630346,0.0026599999999999957,0.0026599999999999957
porto,349,lightgbm,107927,"{""n_estimators"": 900, ""learning_rate"": 0.02, ""num_leaves"": 63, ""max_depth"": 9, ""min_child_samples"": 40, ""subsample"": 0.6, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.0, ""reg_lambda"": 0.5}",2026-05-12T20:58:51.256559,0.6386874023990898,0.0029827687863908,0.6327301232570705,0.6404208592927965,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/porto_1000_models/porto_model_0349.csv,False,,95.62494802474976,,2026-05-12T21:00:26.881498,0.27535,0.27977,0.637675,0.639885,-0.0011975976009102052,0.0011975976009102052,-0.0022100000000000453,0.0022100000000000453
porto,360,xgboost,445267,"{""n_estimators"": 900, ""learning_rate"": 0.01, ""max_depth"": 6, ""min_child_weight"": 10.0, ""gamma"": 0.0, ""subsample"": 0.7, ""colsample_bytree"": 0.9, ""reg_alpha"": 0.5, ""reg_lambda"": 2.0}",2026-05-12T21:09:19.088855,0.6416683466161112,0.0034381968264557,0.6352514007050609,0.6453817091211549,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/porto_1000_models/porto_model_0360.csv,False,,80.6856701374054,,2026-05-12T21:10:39.774515,0.27999,0.28295,0.639995,0.641475,0.00019334661611114523,0.00019334661611114523,-0.0014800000000000368,0.0014800000000000368
porto,362,xgboost,996088,"{""n_estimators"": 500, ""learning_rate"": 0.02, ""max_depth"": 5, ""min_child_weight"": 8.0, ""gamma"": 0.1, ""subsample"": 0.9, ""colsample_bytree"": 0.6, ""reg_alpha"": 1.0, ""reg_lambda"": 5.0}",2026-05-12T21:11:34.645214,0.6415053211664489,0.0030394022546617,0.6356227747612606,0.6442914704536776,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/porto_1000_models/porto_model_0362.csv,False,,44.5580689907074,,2026-05-12T21:12:19.203274,0.2792,0.28365,0.6396,0.641825,-0.00031967883355110693,0.00031967883355110693,-0.0022250000000000325,0.0022250000000000325
porto,391,xgboost,232624,"{""n_estimators"": 1100, ""learning_rate"": 0.01, ""max_depth"": 5, ""min_child_weight"": 8.0, ""gamma"": 0.0, ""subsample"": 0.6, ""colsample_bytree"": 1.0, ""reg_alpha"": 0.0, ""reg_lambda"": 2.0}",2026-05-12T21:38:49.277571,0.6414992104664783,0.0033100308014532,0.6354121674161394,0.6451383710854502,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/porto_1000_models/porto_model_0391.csv,False,,90.50234603881836,,2026-05-12T21:40:19.779908,0.27941,0.28425,0.639705,0.6421250000000001,-0.00062578953352177,0.00062578953352177,-0.0024200000000000887,0.0024200000000000887
porto,400,xgboost,317490,"{""n_estimators"": 1100, ""learning_rate"": 0.01, ""max_depth"": 5, ""min_child_weight"": 8.0, ""gamma"": 0.3, ""subsample"": 0.7, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.0, ""reg_lambda"": 0.1}",2026-05-12T21:47:56.717815,0.6420357876072501,0.0030949781239889,0.6360817273236925,0.6449668041024241,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/porto_1000_models/porto_model_0400.csv,False,,93.8964490890503,,2026-05-12T21:49:30.614255,0.27958,0.28417,0.63979,0.642085,-4.921239274990885e-05,4.921239274990885e-05,-0.002295000000000047,0.002295000000000047
porto,407,xgboost,97153,"{""n_estimators"": 900, ""learning_rate"": 0.07, ""max_depth"": 7, ""min_child_weight"": 2.0, ""gamma"": 0.0, ""subsample"": 1.0, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.01, ""reg_lambda"": 2.0}",2026-05-12T21:54:35.795494,0.6119192688340315,0.0023604947160654,0.6092514433857061,0.6156331035657707,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/porto_1000_models/porto_model_0407.csv,False,,82.26304626464844,,2026-05-12T21:55:58.058531,0.22592,0.22696,0.61296,0.61348,-0.001560731165968554,0.001560731165968554,-0.000520000000000076,0.000520000000000076
